Site	truth	ReDD
chr5-126625435	0.01	0.0
chr5-126625436	0.04	0.0
chr5-126625438	0.03	0.0
chr5-126625439	0.02	0.0
chr5-126625444	0.01	0.0
chr5-126625454	0.04	0.0
chr5-126625476	0.25	0.75
chr5-126625477	0.05	0.875
chr5-126625512	0.04	0.0
chr5-126625517	0.06	0.0
chr5-126625518	0.12	0.0
chr5-126625547	0.05	0.0
chr5-126625734	0.03	0.0
chr5-126625741	0.05	0.1111111111111111
chr5-126625755	0.46	0.6666666666666666
chr5-126625763	0.07	0.0
chr5-126625771	0.11	0.4444444444444444
chr5-126625776	0.12	0.0
chr5-126625781	0.05	0.3333333333333333
chr5-126625817	0.04	0.0
chr5-126625818	0.04	0.3333333333333333
chr5-126625830	0.02	0.7777777777777778
chr5-126625840	0.09	0.6666666666666666
chr5-126625842	0.05	0.0
chr5-126625856	0.09	0.1111111111111111
chr5-126625881	0.03	0.0
chr5-126625919	0.02	0.3
chr5-126625931	0.08	0.0
chr5-126625942	0.04	0.1
chr5-126625957	0.17	0.1
chr5-126626338	0.08	0.23076923076923078
chr5-126626339	0.02	0.3076923076923077
chr5-126626387	0.03	0.46153846153846156
chr5-126626394	0.01	0.0
chr5-126626450	0.03	0.08333333333333333
chr5-126626483	0.11	0.7333333333333333
chr5-126626551	0.02	1.0
chr5-126626581	0.01	0.26666666666666666
chr5-126626590	0.03	0.4375
chr5-126626616	0.06	0.75
chr5-126626652	0.02	0.3125
chr5-126626790	0.03	0.11764705882352941
chr5-126626826	0.03	0.11764705882352941
chr5-126626836	0.02	0.8823529411764706
chr5-132645961	0.18	0.14285714285714285
chr5-132645967	0.41	0.875
chr5-134194688	0.09	0.2857142857142857
chr5-134402193	0.02	0.04918032786885246
chr5-134402194	0.01	0.09836065573770492
chr5-134402202	0.02	0.016666666666666666
chr5-134402205	0.02	0.0
chr5-134402211	0.06	0.04838709677419355
chr5-134402212	0.03	0.0
chr5-134402234	0.05	0.6451612903225806
chr5-134402235	0.02	0.5806451612903226
chr5-134402261	0.03	0.11290322580645161
chr5-134402277	0.01	0.0
chr5-134402279	0.01	0.0967741935483871
chr5-134402293	0.01	0.11475409836065574
chr5-134402303	0.02	0.7096774193548387
chr5-134402342	0.01	0.016129032258064516
chr5-134601795	0.03	0.0
chr5-134829704	0.07	0.5
chr5-134829783	0.09	0.25
chr5-134829838	0.05	0.5
chr5-134829847	0.04	0.0
chr5-134900417	0.32	0.2
chr5-134900418	0.12	0.3333333333333333
chr5-134900423	0.03	0.16666666666666666
chr5-134900473	0.03	0.0
chr5-134900498	0.22	0.0
chr5-134900513	0.29	0.16666666666666666
chr5-134900514	0.09	0.16666666666666666
chr5-134900515	0.14	0.0
chr5-134900516	0.05	0.0
chr5-134900528	0.09	0.14285714285714285
chr5-134900555	0.24	0.42857142857142855
chr5-134900585	0.04	0.0
chr5-134900587	0.03	0.0
chr5-134900588	0.11	0.0
chr5-134900596	0.28	0.14285714285714285
chr5-134900597	0.08	0.0
chr5-134900621	0.03	0.0
chr5-134900819	0.46	1.0
chr5-134900867	0.14	0.0
chr5-134900892	0.06	0.0
chr5-134900899	0.12	0.0
chr5-134900927	0.28	0.0
chr5-134900971	0.31	0.8333333333333334
chr5-134901022	0.19	0.0
chr5-134901050	0.36	0.25
chr5-134901062	0.57	0.8181818181818182
chr5-134901064	0.08	0.09090909090909091
chr5-139282849	0.91	0.0
chr5-139282895	0.08	0.0
chr5-139282900	0.08	0.5
chr5-139282905	0.01	0.0
chr5-139282911	0.01	0.0
chr5-139282930	0.28	0.3
chr5-139282931	0.37	0.9
chr5-139282935	0.01	0.0
chr5-139282948	0.05	0.3
chr5-139282960	0.01	0.8
chr5-139282970	0.02	0.2
chr5-139284364	0.01	0.05
chr5-139284487	0.08	0.55
chr5-139284488	0.11	0.7
chr5-139284494	0.15	0.1
chr5-139284510	0.01	0.0
chr5-139284520	0.09	0.1
chr5-139284528	0.26	0.05
chr5-139284535	0.53	0.15
chr5-139284536	0.87	0.7
chr5-139284540	0.33	0.3333333333333333
chr5-139284542	0.01	0.0
chr5-139284620	0.01	0.0
chr5-139410770	0.14	0.0
chr5-144159980	0.01	0.5714285714285714
chr5-146113176	0.01	0.1986754966887417
chr5-146113203	0.01	0.7162162162162162
chr5-146113221	0.01	0.03333333333333333
chr5-146113229	0.01	0.16666666666666666
chr5-146113244	0.01	0.12080536912751678
chr5-146113247	0.01	0.05333333333333334
chr5-146113258	0.01	0.04697986577181208
chr5-146113336	0.01	0.8013698630136986
chr5-146113345	0.01	0.11643835616438356
chr5-157740638	0.07	0.0
chr5-157740725	0.07	0.16666666666666666
chr5-157740757	0.04	0.0
chr5-157740793	0.13	0.16666666666666666
chr5-157741022	0.05	0.16666666666666666
chr5-157741048	0.08	0.0
chr5-157741050	0.16	0.0
chr5-168549861	0.01	0.23809523809523808
chr5-168549888	0.01	0.38095238095238093
chr5-175528097	0.01	0.030303030303030304
chr5-175528103	0.01	0.18181818181818182
chr5-175528170	0.01	0.21212121212121213
chr5-175529082	0.14	0.7142857142857143
chr5-175529098	0.03	0.26666666666666666
chr5-175529176	0.04	0.13333333333333333
chr5-175529177	0.07	0.06666666666666667
chr5-175529178	0.09	0.06666666666666667
chr5-175529183	0.03	0.07142857142857142
chr5-175529191	0.04	0.625
chr5-175529195	0.04	0.125
chr5-175529283	0.02	0.058823529411764705
chr5-175529287	0.03	0.29411764705882354
chr5-176347330	0.01	0.35064935064935066
chr5-176347340	0.01	0.8987341772151899
chr5-176347366	0.01	0.18181818181818182
chr5-176347405	0.02	0.8378378378378378
chr5-176347406	0.01	0.16216216216216217
chr5-176347474	0.01	0.36486486486486486
chr5-176379213	0.38	0.375
chr5-176379232	0.1	0.25
chr5-176379233	0.58	0.5
chr5-176379238	0.86	0.875
chr5-176379249	0.03	0.375
chr5-176379262	0.78	1.0
chr5-176379273	0.03	0.125
chr5-176379298	0.85	0.875
chr5-176379308	0.68	0.375
chr5-176379310	0.24	0.125
chr5-176379351	0.13	0.625
chr5-178150300	0.18	0.1111111111111111
chr5-178887763	0.07	0.6
chr5-178887790	0.03	0.1
chr5-179811023	0.27	0.5
chr5-179811050	0.69	0.5
chr5-180791807	0.25	0.07142857142857142
chr5-181264338	0.02	0.2692307692307692
chr5-181264362	0.04	0.7692307692307693
chr5-181264417	0.02	0.07692307692307693
chr5-181264427	0.05	0.5
chr5-181264428	0.03	0.6538461538461539
chr6-7389906	0.33	0.17647058823529413
chr6-8014334	0.07	0.42857142857142855
chr6-8014376	0.02	0.047619047619047616
chr6-8014398	0.02	0.19047619047619047
chr6-8014412	0.03	0.6190476190476191
chr6-8014438	0.04	0.19047619047619047
chr6-8014443	0.04	0.14285714285714285
chr6-8014444	0.05	0.047619047619047616
chr6-8014445	0.02	0.0
chr6-8014453	0.02	0.047619047619047616
chr6-8014467	0.03	0.0
chr6-8014493	0.07	0.09523809523809523
chr6-8014501	0.03	0.2
chr6-8014505	0.05	0.05
chr6-8014520	0.08	0.0
chr6-8014546	0.07	0.19047619047619047
chr6-8014547	0.05	0.23809523809523808
chr6-8014553	0.09	0.23809523809523808
chr6-13787968	0.09	0.25
chr6-13787988	0.06	0.0
chr6-13787989	0.02	0.0
chr6-13788021	0.07	0.75
chr6-13788043	0.03	0.125
chr6-13788056	0.02	0.125
chr6-13788059	0.03	0.0
chr6-13788060	0.09	0.0
chr6-13788061	0.03	0.0
chr6-13788062	0.12	0.0
chr6-13788065	0.09	0.0
chr6-13788110	0.09	0.16666666666666666
chr6-13788115	0.06	0.2857142857142857
chr6-13788129	0.1	0.0
chr6-13788155	0.09	0.7142857142857143
chr6-13788156	0.04	0.8571428571428571
chr6-18130136	0.03	0.0
chr6-18130163	0.03	0.6
chr6-24710358	0.09	0.625
chr6-24710363	0.18	0.25
chr6-24710394	0.06	0.5
chr6-31672524	0.04	0.2
chr6-31672549	0.04	0.2
chr6-31672562	0.1	0.6
chr6-31672626	0.26	0.5
chr6-31672646	0.09	0.16666666666666666
chr6-31672705	0.05	0.0
chr6-31672706	0.13	0.3333333333333333
chr6-31672718	0.08	0.6666666666666666
chr6-31673002	0.18	0.2222222222222222
chr6-31673080	0.14	0.7777777777777778
chr6-31673090	0.1	0.1111111111111111
chr6-31673105	0.09	0.125
chr6-31673106	0.05	0.0
chr6-31673116	0.08	0.0
chr6-31673145	0.3	0.6666666666666666
chr6-31673178	0.08	0.0
chr6-36490359	0.01	0.02564102564102564
chr6-36490544	0.09	0.0
chr6-37045056	0.1	0.07317073170731707
chr6-41933507	0.45	0.4444444444444444
chr6-41933591	0.14	0.0
chr6-41933791	0.07	0.0
chr6-41933872	0.2	0.0
chr6-41933924	0.27	0.09090909090909091
chr6-42207223	0.01	0.0
chr6-42207296	0.06	0.047619047619047616
chr6-42207318	0.03	0.09523809523809523
chr6-42207346	0.12	0.7619047619047619
chr6-42207350	0.07	0.25
chr6-42207354	0.03	0.05
chr6-42207359	0.17	0.7368421052631579
chr6-42207360	0.08	0.6842105263157895
chr6-42207370	0.02	0.2
chr6-42207386	0.04	0.2631578947368421
chr6-42207393	0.02	0.0
chr6-42207395	0.02	0.0
chr6-42207398	0.01	0.0
chr6-42207399	0.02	0.0
chr6-42207404	0.04	0.0
chr6-42207426	0.01	0.05555555555555555
chr6-42207438	0.01	0.0
chr6-42207448	0.07	0.6842105263157895
chr6-42207466	0.04	0.05263157894736842
chr6-42207487	0.01	0.05263157894736842
chr6-42207492	0.03	0.2631578947368421
chr6-42207493	0.02	0.42105263157894735
chr6-42207511	0.02	0.10526315789473684
chr6-42886732	0.01	0.09523809523809523
chr6-42886741	0.01	0.7142857142857143
chr6-42886784	0.01	0.14285714285714285
chr6-42886795	0.01	0.0
chr6-42886808	0.01	0.9047619047619048
chr6-42886835	0.01	0.047619047619047616
chr6-42886838	0.01	0.22727272727272727
chr6-42886841	0.01	0.09090909090909091
chr6-42886842	0.02	0.045454545454545456
chr6-42886873	0.04	1.0
chr6-42886883	0.01	0.09090909090909091
chr6-42886944	0.02	0.30434782608695654
chr6-42887319	0.01	0.023809523809523808
chr6-42887363	0.01	0.09302325581395349
chr6-42887382	0.01	0.18604651162790697
chr6-42887387	0.01	0.0
chr6-42887421	0.01	0.11627906976744186
chr6-42887431	0.02	0.06976744186046512
chr6-42887433	0.01	0.023255813953488372
chr6-42887436	0.05	0.6511627906976745
chr6-42887444	0.05	0.046511627906976744
chr6-42887452	0.01	0.16279069767441862
chr6-42887462	0.02	0.5116279069767442
chr6-42887472	0.01	0.3023255813953488
chr6-42887503	0.01	0.046511627906976744
chr6-42887518	0.09	0.07142857142857142
chr6-42887524	0.02	0.045454545454545456
chr6-42887533	0.01	0.0
chr6-42887548	0.01	0.11363636363636363
chr6-42887592	0.01	0.0
chr6-42888186	0.01	0.11267605633802817
chr6-42888216	0.14	0.46835443037974683
chr6-42888219	0.01	0.02531645569620253
chr6-42888224	0.34	0.8125
chr6-42888229	0.02	0.0
chr6-42888241	0.11	0.05128205128205128
chr6-42888304	0.02	0.037037037037037035
chr6-42888326	0.01	0.0
chr6-42888332	0.01	0.20481927710843373
chr6-42888355	0.01	0.037037037037037035
chr6-42888393	0.02	0.011627906976744186
chr6-42888418	0.06	0.011363636363636364
chr6-42888419	0.02	0.011494252873563218
chr6-42888420	0.01	0.05747126436781609
chr6-42888434	0.01	0.011235955056179775
chr6-42889179	0.73	0.76
chr6-42889185	0.03	0.2847682119205298
chr6-42889216	0.02	0.025974025974025976
chr6-42889226	0.02	0.059602649006622516
chr6-42889245	0.22	0.02564102564102564
chr6-42889251	0.01	0.019230769230769232
chr6-42889282	0.01	0.0379746835443038
chr6-42889285	0.1	0.07006369426751592
chr6-42889289	0.01	0.01910828025477707
chr6-42889290	0.03	0.012658227848101266
chr6-42889319	0.03	0.6060606060606061
chr6-42889320	0.02	0.7168674698795181
chr6-42889325	0.01	0.08383233532934131
chr6-42889342	0.01	0.017964071856287425
chr6-42889398	0.04	0.09523809523809523
chr6-42889406	0.01	0.08284023668639054
chr6-43030303	0.03	0.16666666666666666
chr6-43030309	0.04	0.6666666666666666
chr6-43030310	0.02	0.6666666666666666
chr6-43030364	0.38	0.14285714285714285
chr6-43030369	0.14	0.14285714285714285
chr6-43030379	0.11	1.0
chr6-43030381	0.05	0.0
chr6-43030389	0.1	0.0
chr6-43030400	0.04	0.0
chr6-43030403	0.1	0.0
chr6-43030404	0.27	0.0
chr6-43030405	0.36	0.0
chr6-43030406	0.21	0.0
chr6-43030409	0.28	0.0
chr6-43030417	0.06	0.0
chr6-43030453	0.03	0.0
chr6-43030457	0.39	0.7142857142857143
chr6-43030466	0.03	0.14285714285714285
chr6-43030476	0.11	0.0
chr6-43030479	0.11	0.25
chr6-43030484	0.04	0.0
chr6-43030496	0.33	0.75
chr6-43030509	0.08	0.125
chr6-43030614	0.05	0.875
chr6-43030692	0.06	0.125
chr6-43030707	0.03	0.0
chr6-43030708	0.07	0.125
chr6-43030721	0.05	0.25
chr6-43521919	0.06	0.0
chr6-43611827	0.12	0.125
chr6-43611898	0.22	0.0
chr6-44449405	0.16	0.2
chr6-44450098	0.16	0.0
chr6-70588939	0.54	0.6666666666666666
chr6-70588940	0.37	0.4166666666666667
chr6-70588941	0.23	0.3333333333333333
chr6-70588943	0.02	0.16666666666666666
chr6-70588945	0.02	0.0
chr6-70588979	0.1	0.5384615384615384
chr6-70588980	0.17	0.38461538461538464
chr6-70588985	0.11	0.25
chr6-70589002	0.03	0.07692307692307693
chr6-70589050	0.51	0.15384615384615385
chr6-70589188	0.06	0.06666666666666667
chr6-70589220	0.22	0.0
chr6-70589226	0.87	0.8
chr6-70589234	0.03	0.2
chr6-70589259	0.06	0.5333333333333333
chr6-70589265	0.55	0.6666666666666666
chr6-70589269	0.03	0.4
chr6-70589305	0.04	0.3333333333333333
chr6-70589331	0.05	0.2
chr6-70589332	0.03	0.2
chr6-70589340	0.05	0.0
chr6-70589346	0.11	0.06666666666666667
chr6-70589349	0.09	0.13333333333333333
chr6-70589350	0.16	0.3333333333333333
chr6-70589351	0.09	0.06666666666666667
chr6-70589356	0.3	0.4666666666666667
chr6-70589371	0.38	1.0
chr6-73594290	0.26	0.625
chr6-73594291	0.04	0.625
chr6-89366335	0.09	0.1111111111111111
chr6-89366416	0.08	0.125
chr6-89634502	0.05	0.19047619047619047
chr6-89634503	0.16	0.5714285714285714
chr6-89634862	0.08	0.0
chr6-89634886	0.12	0.0
chr6-89636818	0.02	0.8461538461538461
chr6-106666050	0.03	0.0
chr6-106666059	0.02	0.5238095238095238
chr6-106666165	0.03	0.3333333333333333
chr6-106666232	0.04	0.14285714285714285
chr6-109463083	0.2	0.3333333333333333
chr6-109463124	0.23	0.6666666666666666
chr6-109463125	0.06	0.3333333333333333
chr6-109463257	0.09	0.8
chr6-109463258	0.05	0.8
chr6-110231357	0.04	0.14285714285714285
chr6-110897996	0.12	0.875
chr6-110898053	0.13	0.0
chr6-110898061	0.09	1.0
chr6-110898067	0.16	0.0
chr6-110898075	0.3	0.1111111111111111
chr6-117608849	0.1	0.6666666666666666
chr6-122444080	0.01	0.3793103448275862
chr6-122444146	0.01	0.042735042735042736
chr6-122444203	0.01	0.0
chr6-122444205	0.01	0.03389830508474576
chr6-122444273	0.02	0.2564102564102564
chr6-138696107	0.04	0.0
chr6-140846184	0.03	0.18181818181818182
chr6-140846250	0.01	0.0
chr6-140846255	0.01	0.0
chr6-149591039	0.01	0.4583333333333333
chr6-149591088	0.03	0.12
chr6-149591145	0.03	0.36
chr6-149591188	0.01	0.08
chr6-149591242	0.07	0.5
chr6-149659209	0.01	0.0
chr6-149659211	0.01	0.21428571428571427
chr6-149659276	0.01	0.07142857142857142
chr6-149659302	0.07	0.8571428571428571
chr6-149659311	0.01	0.0
chr6-149659319	0.01	0.0
chr6-149659374	0.02	0.07692307692307693
chr6-149659445	0.03	0.38461538461538464
chr6-149724611	0.08	0.07142857142857142
chr6-149724612	0.17	0.03571428571428571
chr6-149724613	0.15	0.0
chr6-149724614	0.1	0.0
chr6-149724619	0.35	0.07142857142857142
chr6-149724620	0.24	0.038461538461538464
chr6-149724622	0.01	0.15384615384615385
chr6-149724649	0.01	0.0
chr6-149724660	0.04	0.07142857142857142
chr6-149724669	0.01	0.2962962962962963
chr6-149724680	0.12	0.18518518518518517
chr6-149724682	0.35	0.4074074074074074
chr6-149724689	0.08	0.07407407407407407
chr6-149724695	0.02	0.2962962962962963
chr6-149724705	0.02	0.11538461538461539
chr6-149724716	0.14	0.14814814814814814
chr6-149724721	0.39	0.8518518518518519
chr6-149724722	0.33	0.8518518518518519
chr6-149724732	0.08	0.037037037037037035
chr6-149724764	0.03	0.038461538461538464
chr6-149724767	0.01	0.11538461538461539
chr6-149724783	0.12	0.19230769230769232
chr6-149724784	0.13	0.07692307692307693
chr6-149724790	0.11	0.0
chr6-149724792	0.43	0.8461538461538461
chr6-149724793	0.14	0.34615384615384615
chr6-149724816	0.02	0.08333333333333333
chr6-149724821	0.07	0.16666666666666666
chr6-149724853	0.04	0.12
chr6-149724861	0.08	0.04
chr6-149724870	0.04	0.12
chr6-149724884	0.04	0.18181818181818182
chr6-149725204	0.04	0.125
chr6-149725213	0.23	0.125
chr6-149725215	0.05	0.0
chr6-149725237	0.03	0.14285714285714285
chr6-149725253	0.01	0.2857142857142857
chr6-149725267	0.02	0.14285714285714285
chr6-149725279	0.08	0.2
chr6-149725296	0.27	0.6666666666666666
chr6-149725337	0.01	0.5
chr6-149725348	0.11	0.0
chr6-149725349	0.1	0.0
chr6-149725350	0.02	0.16666666666666666
chr6-149725359	0.22	0.16666666666666666
chr6-149725409	0.5	0.16666666666666666
chr6-149725421	0.02	0.0
chr6-149725423	0.85	0.6666666666666666
chr6-149725426	0.24	0.16666666666666666
chr6-149725432	0.01	0.0
chr6-149725445	0.03	0.3333333333333333
chr6-149725449	0.02	0.0
chr6-149725457	0.01	0.0
chr6-149725465	0.24	0.16666666666666666
chr6-149725467	0.42	0.8333333333333334
chr6-149725477	0.4	0.8333333333333334
chr6-149725502	0.39	0.16666666666666666
chr6-149725506	0.21	0.3333333333333333
chr6-149725507	0.4	0.4
chr6-149725513	0.01	0.16666666666666666
chr6-149725542	0.15	0.3333333333333333
chr6-149725550	0.4	0.0
chr6-149725551	0.02	0.0
chr6-149725552	0.01	0.16666666666666666
chr6-151404993	0.03	0.5714285714285714
chr6-151405072	0.02	0.7619047619047619
chr6-151405073	0.02	0.0
chr6-158632962	0.01	0.6153846153846154
chr6-159679808	0.01	0.038461538461538464
chr6-159679813	0.01	0.038461538461538464
chr6-159679824	0.02	0.07692307692307693
chr6-159679834	0.02	0.19230769230769232
chr6-159679849	0.08	0.07692307692307693
chr6-159679850	0.15	0.23076923076923078
chr6-159679877	0.02	0.0
chr6-159679878	0.07	0.0
chr6-159679900	0.02	0.52
chr6-159679908	0.01	0.0
chr6-159679912	0.01	0.0
chr6-159680679	0.01	0.625
chr6-159680691	0.14	0.125
chr6-159680701	0.17	0.0
chr6-159680770	0.06	0.0
chr6-159680773	0.04	0.3333333333333333
chr6-159680779	0.05	0.0
chr7-2234614	0.01	0.0
chr7-2434556	0.42	1.0
chr7-6752803	0.55	0.2727272727272727
chr7-6752814	0.46	0.7
chr7-6752838	0.38	0.5454545454545454
chr7-6752845	0.19	0.6363636363636364
chr7-6752857	0.6	0.45454545454545453
chr7-6752918	0.15	0.0
chr7-6752927	0.14	0.75
chr7-6752931	0.06	0.16666666666666666
chr7-6752953	0.38	0.0
chr7-6752966	0.09	0.08333333333333333
chr7-6752978	0.12	0.16666666666666666
chr7-6753004	0.03	0.0
chr7-7635935	0.07	0.0
chr7-7636034	0.05	0.6666666666666666
chr7-7636086	0.1	0.4166666666666667
chr7-7636102	0.22	0.0
chr7-7636104	0.08	0.3333333333333333
chr7-7636270	0.13	0.25
chr7-7636340	0.23	0.0
chr7-7636436	0.12	0.18181818181818182
chr7-12234108	0.29	0.14285714285714285
chr7-17344710	0.05	0.0
chr7-17344729	0.08	0.6
chr7-17344890	0.15	0.0
chr7-17344903	0.11	0.14285714285714285
chr7-17345258	0.09	0.0
chr7-21901453	0.02	0.038461538461538464
chr7-21901463	0.01	0.07692307692307693
chr7-21901493	0.02	0.56
chr7-25119345	0.11	0.2
chr7-25119440	0.08	0.1111111111111111
chr7-25119444	0.04	0.0
chr7-25119445	0.04	0.0
chr7-25119453	0.04	0.0
chr7-25119454	0.05	0.0
chr7-25119455	0.06	0.0
chr7-25119458	0.04	0.125
chr7-25119469	0.05	0.0
chr7-25119479	0.05	0.875
chr7-25119489	0.08	0.0
chr7-25119503	0.15	0.0
chr7-25119513	0.07	0.0
chr7-25119518	0.04	0.14285714285714285
chr7-25119548	0.28	0.7142857142857143
chr7-25119549	0.04	0.2857142857142857
chr7-25119562	0.13	0.42857142857142855
chr7-30013318	0.02	0.0
chr7-33006247	0.02	1.0
chr7-35633341	0.04	0.5263157894736842
chr7-35633342	0.03	0.5789473684210527
chr7-35695592	0.35	0.0
chr7-38724659	0.11	0.0
chr7-38724705	0.05	0.4
chr7-38724715	0.05	0.0
chr7-39582181	0.14	0.0
chr7-39582222	0.37	0.2
chr7-39582247	0.92	0.4
chr7-39582252	0.6	0.0
chr7-44014034	0.07	0.2857142857142857
chr7-44014061	0.15	0.2857142857142857
chr7-44578663	0.01	0.171875
chr7-44578717	0.01	0.01818181818181818
chr7-44578718	0.02	0.07272727272727272
chr7-44578722	0.02	0.17857142857142858
chr7-44578742	0.02	0.08928571428571429
chr7-44578744	0.05	0.2909090909090909
chr7-44578754	0.08	0.8363636363636363
chr7-44578783	0.01	0.16666666666666666
chr7-44578815	0.03	0.6792452830188679
chr7-44578828	0.04	0.49056603773584906
chr7-44580220	0.02	0.0
chr7-44580222	0.04	0.3
chr7-44580234	0.03	0.0
chr7-44580244	0.02	0.2222222222222222
chr7-44580286	0.02	0.1
chr7-44580312	0.03	1.0
chr7-44580315	0.02	0.1
chr7-44580356	0.02	0.7
chr7-44580366	0.13	0.7
chr7-44580378	0.02	0.2
chr7-44580395	0.02	0.7
chr7-44580402	0.02	0.3
chr7-44580476	0.05	0.0
chr7-44580702	0.12	0.14285714285714285
chr7-44580703	0.11	0.0
chr7-44580712	0.12	0.42857142857142855
chr7-44580785	0.04	0.42857142857142855
chr7-44580825	0.21	0.2857142857142857
chr7-44580835	0.31	0.5714285714285714
chr7-44580847	0.11	0.14285714285714285
chr7-44580860	0.07	0.0
chr7-44580864	0.19	0.42857142857142855
chr7-44580865	0.11	0.2857142857142857
chr7-44580901	0.1	0.2857142857142857
chr7-44580909	0.17	0.14285714285714285
chr7-44580947	0.02	0.0
chr7-44801890	0.62	0.9230769230769231
chr7-44801920	0.09	0.1282051282051282
chr7-44801990	0.04	0.43902439024390244
chr7-44802329	0.15	0.02127659574468085
chr7-44802332	0.02	0.10869565217391304
chr7-44802334	0.01	0.02127659574468085
chr7-44802423	0.01	0.20833333333333334
chr7-44829435	0.02	0.5714285714285714
chr7-44832684	0.01	0.0
chr7-44832686	0.02	0.3333333333333333
chr7-44832692	0.01	0.0
chr7-44832701	0.38	0.1111111111111111
chr7-44832705	0.06	0.1111111111111111
chr7-44832719	0.01	0.2
chr7-44832756	0.01	0.1
chr7-44832775	0.01	0.0
chr7-44832777	0.02	0.1
chr7-44832815	0.01	0.1111111111111111
chr7-44832822	0.09	0.1111111111111111
chr7-44832826	0.06	0.1111111111111111
chr7-44832838	0.22	0.0
chr7-44832840	0.07	0.0
chr7-44832841	0.01	0.0
chr7-44832850	0.03	0.0
chr7-44832855	0.06	0.0
chr7-44832867	0.15	0.1111111111111111
chr7-44832874	0.42	0.0
chr7-44832881	0.09	0.0
chr7-44832888	0.11	1.0
chr7-44832893	0.02	0.1111111111111111
chr7-44832903	0.04	0.0
chr7-44832906	0.27	0.6666666666666666
chr7-44832917	0.07	0.0
chr7-44832918	0.03	0.0
chr7-44833090	0.04	0.14285714285714285
chr7-44833102	0.03	0.0
chr7-44833133	0.08	0.8333333333333334
chr7-44833140	0.07	0.42857142857142855
chr7-44833144	0.01	0.0
chr7-44833145	0.02	0.0
chr7-44833228	0.09	0.14285714285714285
chr7-44833264	0.01	0.0
chr7-44833305	0.15	0.14285714285714285
chr7-44833330	0.1	0.0
chr7-44833335	0.02	0.0
chr7-44833339	0.01	0.0
chr7-44833361	0.01	0.0
chr7-44833365	0.01	0.0
chr7-44833371	0.92	1.0
chr7-44833401	0.07	0.0
chr7-44833402	0.12	0.0
chr7-44833404	0.19	0.0
chr7-44833461	0.01	0.0
chr7-44833464	0.02	0.0
chr7-44833486	0.01	0.0
chr7-44833499	0.06	0.0
chr7-44833502	0.02	0.0
chr7-44833507	0.54	0.5
chr7-44833508	0.06	0.5714285714285714
chr7-44833516	0.01	0.0
chr7-44833569	0.02	0.0
chr7-44833578	0.09	0.0
chr7-44833605	0.01	0.0
chr7-44833617	0.02	0.0
chr7-44833623	0.02	0.2857142857142857
chr7-44833632	0.02	0.0
chr7-44877559	0.03	0.0
chr7-47963868	0.02	0.0
chr7-55956192	0.02	0.7272727272727273
chr7-55956200	0.02	0.25
chr7-55956253	0.02	1.0
chr7-55956333	0.02	0.5
chr7-56010539	0.03	0.07692307692307693
chr7-56010563	0.02	0.038461538461538464
chr7-56010595	0.04	0.38461538461538464
chr7-56010599	0.02	0.038461538461538464
chr7-56010605	0.53	0.9230769230769231
chr7-56010611	0.2	0.19230769230769232
chr7-56010615	0.05	0.15384615384615385
chr7-56010631	0.15	0.038461538461538464
chr7-56010637	0.04	0.0
chr7-56010639	0.16	0.038461538461538464
chr7-56010640	0.03	0.0
chr7-56010643	0.07	0.0
chr7-56010644	0.12	0.0
chr7-56010645	0.04	0.12
chr7-56010646	0.13	0.16
chr7-56010647	0.03	0.16
chr7-56010649	0.51	0.52
chr7-56010666	0.05	0.038461538461538464
chr7-56010668	0.05	0.038461538461538464
chr7-56010670	0.01	0.0
chr7-56010690	0.02	0.2692307692307692
chr7-56010699	0.05	0.08333333333333333
chr7-56010704	0.03	0.44
chr7-56010712	0.03	0.0
chr7-56010739	0.02	0.2
chr7-56010740	0.02	0.2
chr7-56010748	0.07	0.24
chr7-56011340	0.04	0.8888888888888888
chr7-56011362	0.01	0.7938144329896907
chr7-56011365	0.03	0.44680851063829785
chr7-56011380	0.05	0.041237113402061855
chr7-56011381	0.13	0.08163265306122448
chr7-56011405	0.03	0.08247422680412371
chr7-56011407	0.08	0.27835051546391754
chr7-56011417	0.03	0.9285714285714286
chr7-56011429	0.02	0.14432989690721648
chr7-56011503	0.01	0.0967741935483871
chr7-56011520	0.08	0.0
chr7-56080314	0.04	0.6190476190476191
chr7-56080367	0.01	0.3333333333333333
chr7-56080381	0.01	0.06976744186046512
chr7-56080406	0.02	0.023255813953488372
chr7-56080429	0.01	0.047619047619047616
chr7-56080511	0.01	0.045454545454545456
chr7-56080526	0.01	0.0
chr7-65957299	0.01	0.7297297297297297
chr7-65959033	0.02	0.0
chr7-66153164	0.01	0.0
chr7-66153170	0.02	0.0
chr7-66153182	0.02	0.42857142857142855
chr7-66153205	0.04	0.0
chr7-66153209	0.06	0.14285714285714285
chr7-66153215	0.01	0.0
chr7-66153218	0.06	0.0
chr7-66153223	0.05	0.5
chr7-66153228	0.01	0.42857142857142855
chr7-66153248	0.02	0.14285714285714285
chr7-66153251	0.01	0.16666666666666666
chr7-66153252	0.03	0.16666666666666666
chr7-66153254	0.06	0.0
chr7-66153262	0.03	0.0
chr7-66153284	0.06	0.0
chr7-66153289	0.02	0.0
chr7-66153292	0.12	0.14285714285714285
chr7-66153293	0.06	0.0
chr7-66153308	0.07	0.0
chr7-66153310	0.02	0.0
chr7-66153318	0.18	0.7142857142857143
chr7-66153319	0.14	0.7142857142857143
